Candidate,County,Number of Votes,Ten Percent of Vote,Tweet List
kasich,Kossuth,2%,N,
kasich,Lee,1%,N,
kasich,Linn,2%,N,
kasich,Louisa,1%,N,
kasich,Lucas,0%,N,
kasich,Lyon,1%,N,
kasich,Madison,1%,N,
kasich,Mahaska,0%,N,
kasich,Marion,1%,N,
kasich,Marshall,1%,N,
kasich,Mills,1%,N,
kasich,Mitchell,1%,N,
kasich,Monona,0%,N,
kasich,Monroe,1%,N,
kasich,Montgomery,2%,N,
kasich,Muscatine,2%,N,
kasich,O'Brien,0%,N,
kasich,Osceola,0%,N,
kasich,Page,1%,N,
kasich,Palo Alto,1%,N,
kasich,Plymouth,1%,N,
kasich,Pocahontas,0%,N,
kasich,Polk,2%,N,
kasich,Pottawattamie,3%,N,
kasich,Poweshiek,2%,N,
kasich,Ringgold,0%,N,
kasich,Sac,1%,N,
kasich,Scott,4%,N,
kasich,Shelby,1%,N,
kasich,Sioux,1%,N,
kasich,Story,3%,N,
kasich,Tama,1%,N,
kasich,Taylor,2%,N,
kasich,Union,1%,N,
kasich,Van Buren,0%,N,
kasich,Wapello,1%,N,
kasich,Warren,1%,N,
kasich,Washington,1%,N,
kasich,Wayne,2%,N,
kasich,Webster,2%,N,
kasich,Winnebago,0%,N,
kasich,Winneshiek,3%,N,
kasich,Woodbury,1%,N,
kasich,Worth,1%,N,
kasich,Wright,1%,N,
paul,Adair,3%,N,
paul,Adams,3%,N,
paul,Allamakee,2%,N,
paul,Appanoose,2%,N,
paul,Audubon,3%,N,
paul,Benton,4%,N,
paul,Black Hawk,6%,N,
paul,Boone,5%,N,
paul,Bremer,3%,N,
paul,Buchanan,4%,N,
paul,Buena Vista,3%,N,
paul,Butler,4%,N,
paul,Calhoun,4%,N,
paul,Carroll,3%,N,
paul,Cass,1%,N,
paul,Cedar,4%,N,
paul,Cerro Gordo,3%,N,
paul,Cherokee,1%,N,
paul,Chickasaw,3%,N,
paul,Clarke,3%,N,
paul,Clay,3%,N,
paul,Clayton,3%,N,
paul,Clinton,4%,N,
paul,Crawford,2%,N,
paul,Dallas,4%,N,
paul,Davis,5%,N,
paul,Decatur,4%,N,
paul,Delaware,3%,N,
paul,Des Moines,5%,N,
paul,Dickinson,3%,N,
paul,Dubuque,6%,N,
paul,Emmet,1%,N,
paul,Fayette,3%,N,
paul,Floyd,1%,N,
paul,Franklin,4%,N,
paul,Fremont,3%,N,
paul,Greene,3%,N,
paul,Grundy,3%,N,
paul,Guthrie,4%,N,
paul,Hamilton,5%,N,
paul,Hancock,2%,N,
paul,Hardin,4%,N,
paul,Harrison,2%,N,
paul,Henry,2%,N,
paul,Howard,1%,N,
paul,Humboldt,3%,N,
paul,Ida,1%,N,
paul,Iowa,5%,N,
paul,Jackson,4%,N,
paul,Jasper,4%,N,
paul,Jefferson,8%,N,
paul,Johnson,10%,N,
paul,Jones,3%,N,
paul,Keokuk,3%,N,
paul,Kossuth,2%,N,
paul,Lee,3%,N,
paul,Linn,6%,N,
paul,Louisa,4%,N,
paul,Lucas,4%,N,
paul,Lyon,1%,N,
paul,Madison,4%,N,
paul,Mahaska,4%,N,
paul,Marion,4%,N,
paul,Marshall,3%,N,
paul,Mills,3%,N,
paul,Mitchell,7%,N,
paul,Monona,2%,N,
paul,Monroe,4%,N,
paul,Montgomery,5%,N,
paul,Muscatine,5%,N,
paul,O'Brien,2%,N,
paul,Osceola,2%,N,
paul,Page,1%,N,
paul,Palo Alto,3%,N,
paul,Plymouth,2%,N,
paul,Pocahontas,3%,N,
paul,Polk,5%,N,['annamarienzi: Last night made me so proud to stand with Rand Paul. \n\nRand out-performed every candidate on https://t.co/rUzbJ8llNU\n']
paul,Pottawattamie,4%,N,"[""nateCNU: When you try to ask Rand Paul a question about education and he doesn't want to listen to you. https://t.co/YQvWyTWEVJ\n""]"
paul,Poweshiek,6%,N,
paul,Ringgold,1%,N,
paul,Sac,3%,N,
paul,Scott,5%,N,
paul,Shelby,3%,N,
paul,Sioux,3%,N,
paul,Story,8%,N,
paul,Tama,3%,N,
paul,Taylor,3%,N,
paul,Union,1%,N,
paul,Van Buren,1%,N,
paul,Wapello,3%,N,
paul,Warren,5%,N,
paul,Washington,7%,N,
paul,Wayne,1%,N,
paul,Webster,4%,N,
paul,Winnebago,4%,N,
paul,Winneshiek,4%,N,
paul,Woodbury,3%,N,
paul,Worth,4%,N,
paul,Wright,1%,N,
graham,Adair,0%,N,
graham,Adams,0%,N,
graham,Allamakee,0%,N,
graham,Appanoose,0%,N,
graham,Audubon,0%,N,
graham,Benton,0%,N,
graham,Black Hawk,0%,N,
graham,Boone,0%,N,
graham,Bremer,0%,N,
graham,Buchanan,0%,N,
graham,Buena Vista,0%,N,
graham,Butler,0%,N,
graham,Calhoun,0%,N,
graham,Carroll,0%,N,
graham,Cass,0%,N,
graham,Cedar,0%,N,
graham,Cerro Gordo,0%,N,
graham,Cherokee,0%,N,
graham,Chickasaw,0%,N,
graham,Clarke,0%,N,
graham,Clay,0%,N,
graham,Clayton,0%,N,
graham,Clinton,0%,N,
graham,Crawford,0%,N,
graham,Dallas,0%,N,
graham,Davis,0%,N,
graham,Decatur,0%,N,
graham,Delaware,0%,N,
graham,Des Moines,0%,N,
graham,Dickinson,0%,N,
graham,Dubuque,0%,N,
graham,Emmet,0%,N,
graham,Fayette,0%,N,
graham,Floyd,0%,N,
graham,Franklin,0%,N,
graham,Fremont,0%,N,
graham,Greene,0%,N,
graham,Grundy,0%,N,
graham,Guthrie,0%,N,
graham,Hamilton,0%,N,
graham,Hancock,0%,N,
graham,Hardin,0%,N,
graham,Harrison,0%,N,
graham,Henry,0%,N,
graham,Howard,0%,N,
graham,Humboldt,0%,N,
graham,Ida,0%,N,
graham,Iowa,0%,N,
graham,Jackson,0%,N,
graham,Jasper,0%,N,
graham,Jefferson,0%,N,
graham,Johnson,0%,N,
graham,Jones,0%,N,
graham,Keokuk,0%,N,
graham,Kossuth,0%,N,
graham,Lee,0%,N,
graham,Linn,0%,N,
graham,Louisa,0%,N,
graham,Lucas,0%,N,
graham,Lyon,0%,N,
graham,Madison,0%,N,
graham,Mahaska,0%,N,
graham,Marion,0%,N,
graham,Marshall,0%,N,
graham,Mills,0%,N,
graham,Mitchell,0%,N,
graham,Monona,0%,N,
graham,Monroe,0%,N,
graham,Montgomery,0%,N,
graham,Muscatine,0%,N,
graham,O'Brien,0%,N,
graham,Osceola,0%,N,
graham,Page,0%,N,
graham,Palo Alto,0%,N,
graham,Plymouth,0%,N,
graham,Pocahontas,0%,N,
graham,Polk,0%,N,
graham,Pottawattamie,0%,N,
graham,Poweshiek,0%,N,
graham,Ringgold,0%,N,
graham,Sac,0%,N,
graham,Scott,0%,N,
graham,Shelby,0%,N,
graham,Sioux,0%,N,
graham,Story,0%,N,
graham,Tama,0%,N,
graham,Taylor,0%,N,
graham,Union,0%,N,
graham,Van Buren,0%,N,
graham,Wapello,0%,N,
graham,Warren,0%,N,
graham,Washington,0%,N,
graham,Wayne,0%,N,
graham,Webster,0%,N,
graham,Winnebago,0%,N,
graham,Winneshiek,0%,N,
graham,Woodbury,0%,N,
graham,Worth,0%,N,
graham,Wright,0%,N,
o'malley,Adair,0%,N,
o'malley,Adams,0%,N,
o'malley,Allamakee,0%,N,
o'malley,Appanoose,0%,N,
o'malley,Audubon,0%,N,
o'malley,Benton,0%,N,
o'malley,Black Hawk,0%,N,
o'malley,Boone,0%,N,
o'malley,Bremer,1%,N,
o'malley,Buchanan,0%,N,
o'malley,Buena Vista,3%,N,
o'malley,Butler,0%,N,
o'malley,Calhoun,0%,N,
o'malley,Carroll,0%,N,
o'malley,Cass,2%,N,
o'malley,Cedar,0%,N,
o'malley,Cerro Gordo,0%,N,
o'malley,Cherokee,0%,N,
o'malley,Chickasaw,1%,N,
o'malley,Clarke,0%,N,
o'malley,Clay,0%,N,
o'malley,Clayton,0%,N,
o'malley,Clinton,0%,N,
o'malley,Crawford,13%,Y,
o'malley,Dallas,1%,N,
o'malley,Davis,0%,N,
o'malley,Decatur,1%,N,
o'malley,Delaware,2%,N,
o'malley,Des Moines,0%,N,
o'malley,Dickinson,0%,N,
o'malley,Dubuque,0%,N,
o'malley,Emmet,0%,N,
o'malley,Fayette,0%,N,
o'malley,Floyd,0%,N,
o'malley,Franklin,1%,N,
o'malley,Fremont,6%,N,
o'malley,Greene,0%,N,
o'malley,Grundy,1%,N,
o'malley,Guthrie,0%,N,
o'malley,Hamilton,0%,N,
o'malley,Hancock,0%,N,
o'malley,Hardin,0%,N,
o'malley,Harrison,0%,N,
o'malley,Henry,0%,N,
o'malley,Howard,0%,N,
o'malley,Humboldt,0%,N,
o'malley,Ida,0%,N,
o'malley,Iowa,0%,N,
o'malley,Jackson,4%,N,
o'malley,Jasper,3%,N,
o'malley,Jefferson,0%,N,
o'malley,Johnson,0%,N,
o'malley,Jones,0%,N,
o'malley,Keokuk,2%,N,
o'malley,Kossuth,2%,N,
o'malley,Lee,0%,N,
o'malley,Linn,0%,N,
o'malley,Louisa,2%,N,
o'malley,Lucas,0%,N,
o'malley,Lyon,3%,N,
o'malley,Madison,0%,N,
o'malley,Mahaska,0%,N,
o'malley,Marion,2%,N,
o'malley,Marshall,0%,N,
o'malley,Mills,0%,N,
o'malley,Mitchell,1%,N,
o'malley,Monona,1%,N,
o'malley,Monroe,12%,Y,
o'malley,Montgomery,0%,N,
o'malley,Muscatine,0%,N,
o'malley,O'Brien,2%,N,
o'malley,Osceola,5%,N,
o'malley,Page,0%,N,
o'malley,Palo Alto,0%,N,
o'malley,Plymouth,0%,N,
o'malley,Pocahontas,4%,N,
o'malley,Polk,1%,N,"[""Bertine83: Goeie tip van @VictorVlam google '@MartinOMalley shirtless' #doit #Iowa2016\n"", ""trevorcornwell: I'm at O'Malley for President - Iowa Headquarters in Des Moines, IA https://t.co/fWdaFc6OoH https://t.co/xVE9QkMefk\n"", 'Bertine83: Zie hier @MartinOMalley aan het phone banken #Iowa2016 https://t.co/avCXsfQfDB\n', 'Bertine83: Bij @MartinOMalley! #Iowa2016 https://t.co/YSLIbR4Urk\n', ""Bertine83: Hier @MartinOMalley rallying the troops. Over #Trump: 'Someone who is increasingly making fascist appeals' #Iowa2016 https://t.co/yNZNTu2E0X\n"", ""Bertine83: Hier @MartinOMalley rallying the troops. Over #Trump: 'Someone who is increasingly making fascist appeals' #Iowa2016 https://t.co/yNZNTu2E0X\n"", ""Bertine83: 'Climate change, the biggest business opportunity to come to the United States' @MartinOMalley #Iowa2016\n"", ""Bertine83: 'Hold strong' is de herhaaldelijke boodschap van @MartinOMalley die nu peilt op 3% in #Iowa2016\n"", 'Bertine83: In @MartinOMalley campagne werkt overigens ook Spaanse dame uit Barcelona via een Amerikaans consultancy bureau. Dat kan dus ook #Hachchi?\n', 'fladroma: @KrisSheehan @MartinOMalley I agree! He is setting himself up for a great job either way.\n']"
o'malley,Pottawattamie,0%,N,
o'malley,Poweshiek,0%,N,
o'malley,Ringgold,0%,N,
o'malley,Sac,0%,N,
o'malley,Scott,0%,N,
o'malley,Shelby,0%,N,
o'malley,Sioux,0%,N,
o'malley,Story,0%,N,
o'malley,Tama,0%,N,
o'malley,Taylor,0%,N,
o'malley,Union,0%,N,
o'malley,Van Buren,0%,N,
o'malley,Wapello,0%,N,
o'malley,Warren,1%,N,
o'malley,Washington,0%,N,
o'malley,Wayne,0%,N,
o'malley,Webster,1%,N,
o'malley,Winnebago,0%,N,
o'malley,Winneshiek,0%,N,
o'malley,Woodbury,0%,N,
o'malley,Worth,0%,N,
o'malley,Wright,0%,N,
santorum,Adair,2%,N,
santorum,Adams,0%,N,
santorum,Allamakee,1%,N,
santorum,Appanoose,0%,N,
santorum,Audubon,0%,N,
santorum,Benton,1%,N,
santorum,Black Hawk,0%,N,
santorum,Boone,1%,N,
santorum,Bremer,1%,N,
santorum,Buchanan,0%,N,
santorum,Buena Vista,2%,N,
santorum,Butler,0%,N,
santorum,Calhoun,3%,N,
santorum,Carroll,0%,N,
santorum,Cass,1%,N,
santorum,Cedar,1%,N,
santorum,Cerro Gordo,1%,N,
santorum,Cherokee,1%,N,
santorum,Chickasaw,1%,N,
santorum,Clarke,0%,N,
santorum,Clay,1%,N,
santorum,Clayton,1%,N,
santorum,Clinton,0%,N,
santorum,Crawford,1%,N,
santorum,Dallas,1%,N,
santorum,Davis,0%,N,
santorum,Decatur,1%,N,
santorum,Delaware,0%,N,
santorum,Des Moines,0%,N,
santorum,Dickinson,1%,N,
santorum,Dubuque,1%,N,
santorum,Emmet,0%,N,
santorum,Fayette,0%,N,
santorum,Floyd,0%,N,
santorum,Franklin,0%,N,
santorum,Fremont,1%,N,
santorum,Greene,1%,N,
santorum,Grundy,1%,N,
santorum,Guthrie,1%,N,
santorum,Hamilton,2%,N,
santorum,Hancock,1%,N,
santorum,Hardin,2%,N,
santorum,Harrison,1%,N,
santorum,Henry,1%,N,
santorum,Howard,0%,N,
santorum,Humboldt,1%,N,
santorum,Ida,3%,N,
santorum,Iowa,1%,N,
santorum,Jackson,1%,N,
santorum,Jasper,1%,N,
santorum,Jefferson,2%,N,
santorum,Johnson,1%,N,
santorum,Jones,2%,N,
santorum,Keokuk,1%,N,
santorum,Kossuth,1%,N,
santorum,Lee,0%,N,
santorum,Linn,0%,N,
santorum,Louisa,0%,N,
santorum,Lucas,1%,N,
santorum,Lyon,2%,N,
santorum,Madison,1%,N,
santorum,Mahaska,4%,N,
santorum,Marion,1%,N,
santorum,Marshall,2%,N,
santorum,Mills,3%,N,
santorum,Mitchell,1%,N,
santorum,Monona,0%,N,
santorum,Monroe,0%,N,
santorum,Montgomery,1%,N,
santorum,Muscatine,0%,N,
santorum,O'Brien,1%,N,
santorum,Osceola,1%,N,
santorum,Page,1%,N,
santorum,Palo Alto,1%,N,
santorum,Plymouth,1%,N,
santorum,Pocahontas,0%,N,
santorum,Polk,1%,N,
santorum,Pottawattamie,3%,N,
santorum,Poweshiek,1%,N,
santorum,Ringgold,0%,N,
santorum,Sac,7%,N,
santorum,Scott,1%,N,
santorum,Shelby,1%,N,
santorum,Sioux,2%,N,
santorum,Story,1%,N,
santorum,Tama,1%,N,
santorum,Taylor,1%,N,
santorum,Union,1%,N,
santorum,Van Buren,0%,N,
santorum,Wapello,0%,N,
santorum,Warren,1%,N,
santorum,Washington,1%,N,
santorum,Wayne,0%,N,
santorum,Webster,1%,N,
santorum,Winnebago,1%,N,
santorum,Winneshiek,0%,N,
santorum,Woodbury,3%,N,
santorum,Worth,1%,N,
santorum,Wright,1%,N,
christie,Adair,1%,N,
christie,Adams,0%,N,
christie,Allamakee,1%,N,
christie,Appanoose,0%,N,
christie,Audubon,0%,N,
christie,Benton,1%,N,
christie,Black Hawk,2%,N,
christie,Boone,2%,N,
christie,Bremer,1%,N,
christie,Buchanan,2%,N,
christie,Buena Vista,1%,N,
christie,Butler,1%,N,
christie,Calhoun,1%,N,
christie,Carroll,1%,N,
christie,Cass,2%,N,
christie,Cedar,1%,N,
christie,Cerro Gordo,5%,N,
christie,Cherokee,1%,N,
christie,Chickasaw,0%,N,
christie,Clarke,2%,N,
christie,Clay,1%,N,
christie,Clayton,1%,N,
christie,Clinton,1%,N,
christie,Crawford,2%,N,
christie,Dallas,3%,N,
christie,Davis,2%,N,
christie,Decatur,1%,N,
christie,Delaware,1%,N,
christie,Des Moines,2%,N,
christie,Dickinson,1%,N,
christie,Dubuque,2%,N,
christie,Emmet,1%,N,
christie,Fayette,1%,N,
christie,Floyd,1%,N,
christie,Franklin,0%,N,
christie,Fremont,1%,N,
christie,Greene,2%,N,
christie,Grundy,1%,N,
christie,Guthrie,1%,N,
christie,Hamilton,2%,N,
christie,Hancock,1%,N,
christie,Hardin,3%,N,
christie,Harrison,2%,N,
christie,Henry,1%,N,
christie,Howard,1%,N,
christie,Humboldt,1%,N,
christie,Ida,1%,N,
christie,Iowa,1%,N,
christie,Jackson,2%,N,
christie,Jasper,1%,N,
christie,Jefferson,1%,N,
christie,Johnson,2%,N,"[""doctorslate: At @ChrisChristie event. So far he's very impressive. https://t.co/0AgR4GatZ8\n""]"
christie,Jones,1%,N,
christie,Keokuk,1%,N,
christie,Kossuth,1%,N,
christie,Lee,1%,N,
christie,Linn,2%,N,
christie,Louisa,1%,N,
christie,Lucas,1%,N,
christie,Lyon,0%,N,
christie,Madison,1%,N,
christie,Mahaska,1%,N,
christie,Marion,2%,N,
christie,Marshall,1%,N,
christie,Mills,1%,N,
christie,Mitchell,1%,N,
christie,Monona,2%,N,
christie,Monroe,0%,N,
christie,Montgomery,1%,N,
christie,Muscatine,2%,N,
christie,O'Brien,0%,N,
christie,Osceola,1%,N,
christie,Page,0%,N,
christie,Palo Alto,1%,N,
christie,Plymouth,1%,N,
christie,Pocahontas,1%,N,
christie,Polk,2%,N,
christie,Pottawattamie,1%,N,
christie,Poweshiek,1%,N,
christie,Ringgold,1%,N,
christie,Sac,1%,N,
christie,Scott,2%,N,
christie,Shelby,1%,N,
christie,Sioux,1%,N,
christie,Story,2%,N,
christie,Tama,2%,N,
christie,Taylor,1%,N,
christie,Union,0%,N,
christie,Van Buren,1%,N,
christie,Wapello,1%,N,
christie,Warren,2%,N,
christie,Washington,1%,N,
christie,Wayne,0%,N,
christie,Webster,5%,N,
christie,Winnebago,2%,N,
christie,Winneshiek,1%,N,
christie,Woodbury,1%,N,
christie,Worth,2%,N,
christie,Wright,2%,N,
rubio,Adair,20%,Y,
rubio,Adams,17%,Y,
rubio,Allamakee,19%,Y,
rubio,Appanoose,11%,Y,
rubio,Audubon,15%,Y,
rubio,Benton,15%,Y,
rubio,Black Hawk,26%,Y,['truly_tyler: It was great to see Marco Rubio in Cedar Falls again today!! The energy and Marcomentum were https://t.co/N2zPjAKtcR\n']
rubio,Boone,18%,Y,
rubio,Bremer,26%,Y,
rubio,Buchanan,13%,Y,
rubio,Buena Vista,22%,Y,
rubio,Butler,16%,Y,
rubio,Calhoun,22%,Y,
rubio,Carroll,22%,Y,
rubio,Cass,19%,Y,
rubio,Cedar,23%,Y,
rubio,Cerro Gordo,19%,Y,
rubio,Cherokee,29%,Y,
rubio,Chickasaw,24%,Y,
rubio,Clarke,16%,Y,
rubio,Clay,15%,Y,
rubio,Clayton,13%,Y,
rubio,Clinton,20%,Y,
rubio,Crawford,16%,Y,
rubio,Dallas,34%,Y,
rubio,Davis,7%,N,
rubio,Decatur,15%,Y,
rubio,Delaware,19%,Y,
rubio,Des Moines,21%,Y,
rubio,Dickinson,24%,Y,"[""Jserb2: @ZakP22 @typendleton22 Rick Rubio's jumpshot is like a Jordan Serbus junior year jumper #flat   He's gotta go\n""]"
rubio,Dubuque,27%,Y,
rubio,Emmet,11%,Y,
rubio,Fayette,18%,Y,
rubio,Floyd,14%,Y,
rubio,Franklin,17%,Y,
rubio,Fremont,18%,Y,
rubio,Greene,14%,Y,
rubio,Grundy,28%,Y,
rubio,Guthrie,16%,Y,
rubio,Hamilton,17%,Y,
rubio,Hancock,16%,Y,
rubio,Hardin,18%,Y,
rubio,Harrison,11%,Y,
rubio,Henry,19%,Y,
rubio,Howard,24%,Y,
rubio,Humboldt,18%,Y,
rubio,Ida,26%,Y,
rubio,Iowa,16%,Y,
rubio,Jackson,18%,Y,
rubio,Jasper,18%,Y,
rubio,Jefferson,12%,Y,
rubio,Johnson,31%,Y,"[""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n"", ""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n"", ""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n""]"
rubio,Jones,16%,Y,
rubio,Keokuk,17%,Y,
rubio,Kossuth,20%,Y,
rubio,Lee,19%,Y,
rubio,Linn,24%,Y,"[""SoCoGOP: It was an honor to meet Carly Fiorina today. While I'm with Marco Rubio, I have no doubt she https://t.co/cFFA5pG0Fg\n"", ""SoCoGOP: It was an honor to meet Carly Fiorina today. While I'm with Marco Rubio, I have no doubt she https://t.co/cFFA5pG0Fg\n"", 'ryanobles: Getting ready for Marco Rubio in Cedar Rapids. #iacaucus #iowacaucus @ Cedar Rapids, Iowa https://t.co/TiPBA2G1jH\n', 'bueckendorfgrac: Marco Rubio with the jokes #TrumaninIowa @ City of Cedar Rapids https://t.co/eICSEvZx7N\n', 'bueckendorfgrac: When you snipe a selfie with Rubio #TrumaninIowa @ City of Cedar Rapids https://t.co/4nPj15h243\n']"
rubio,Louisa,10%,Y,
rubio,Lucas,13%,Y,
rubio,Lyon,21%,Y,
rubio,Madison,19%,Y,
rubio,Mahaska,19%,Y,
rubio,Marion,21%,Y,
rubio,Marshall,22%,Y,
rubio,Mills,24%,Y,
rubio,Mitchell,12%,Y,
rubio,Monona,18%,Y,
rubio,Monroe,18%,Y,
rubio,Montgomery,22%,Y,
rubio,Muscatine,26%,Y,
rubio,O'Brien,23%,Y,
rubio,Osceola,17%,Y,
rubio,Page,18%,Y,
rubio,Palo Alto,22%,Y,
rubio,Plymouth,20%,Y,
rubio,Pocahontas,13%,Y,
rubio,Polk,27%,Y,"['nateCNU: ""Isn\'t illegal to be a vegetarian in Iowa?"" - Marco Rubio. #IowaCaucus @ Urbandale, Iowa https://t.co/6r7koGhTyr\n', 'TarahLu: Traveling all the way to Des Moines to support Rubio #MSUStudentsForRubio @ Ramada Tropics https://t.co/nRywdRyR72\n', ""caroline_rose13: Rubio didn't have rally stickers, but he might have my vote. #ic2016 #ravenresearch @ West Des https://t.co/x0qdeCDvPd\n"", 'karincaifaCNN: Sunday road trip: Headed east on I-80 from Des Moines to Cedar Rapids for a Marco Rubio rally on https://t.co/iMiN2Nn2Bo\n']"
rubio,Pottawattamie,17%,Y,
rubio,Poweshiek,19%,Y,
rubio,Ringgold,15%,Y,
rubio,Sac,12%,Y,
rubio,Scott,26%,Y,
rubio,Shelby,17%,Y,
rubio,Sioux,32%,Y,
rubio,Story,32%,Y,"['MichaelLaRosaDC: .@MarcoRubio event at .@iowastateu in #ames (@ Iowa State University - @iowastateu) https://t.co/jWSqq6cFs8 https://t.co/kkNVPPn10f\n', 'MichaelLaRosaDC: .@MarcoRubio event at .@iowastateu in #ames (@ Iowa State University - @iowastateu) https://t.co/jWSqq6cFs8 https://t.co/kkNVPPn10f\n', 'aashlock: ""We cannot afford to lose this election."" Marco Rubio, Ames, Iowa @hereandnow @IowaPublicRadio @NPR https://t.co/ybiY2VXBvA\n', 'DMeyermann: Great to hear Rubio and hear how he will turn America around! https://t.co/NzNFMLzCSQ\n']"
rubio,Tama,13%,Y,
rubio,Taylor,14%,Y,
rubio,Union,19%,Y,
rubio,Van Buren,12%,Y,
rubio,Wapello,14%,Y,
rubio,Warren,21%,Y,
rubio,Washington,14%,Y,
rubio,Wayne,14%,Y,
rubio,Webster,18%,Y,
rubio,Winnebago,21%,Y,
rubio,Winneshiek,20%,Y,
rubio,Woodbury,21%,Y,
rubio,Worth,15%,Y,
rubio,Wright,22%,Y,
carson,Adair,15%,Y,
carson,Adams,11%,Y,
carson,Allamakee,11%,Y,
carson,Appanoose,11%,Y,
carson,Audubon,9%,N,
carson,Benton,10%,Y,
carson,Black Hawk,8%,N,
carson,Boone,10%,Y,
carson,Bremer,9%,N,
carson,Buchanan,10%,N,
carson,Buena Vista,10%,N,
carson,Butler,12%,Y,
carson,Calhoun,7%,N,
carson,Carroll,7%,N,
carson,Cass,15%,Y,
carson,Cedar,9%,N,
carson,Cerro Gordo,8%,N,
carson,Cherokee,14%,Y,
carson,Chickasaw,10%,N,
carson,Clarke,10%,Y,
carson,Clay,15%,Y,
carson,Clayton,8%,N,
carson,Clinton,7%,N,
carson,Crawford,9%,N,
carson,Dallas,7%,N,
carson,Davis,7%,N,
carson,Decatur,16%,Y,
carson,Delaware,10%,Y,
carson,Des Moines,10%,N,
carson,Dickinson,13%,Y,
carson,Dubuque,10%,N,
carson,Emmet,12%,Y,
carson,Fayette,14%,Y,
carson,Floyd,11%,Y,
carson,Franklin,10%,N,
carson,Fremont,9%,N,
carson,Greene,11%,Y,
carson,Grundy,8%,N,
carson,Guthrie,14%,Y,
carson,Hamilton,9%,N,
carson,Hancock,8%,N,
carson,Hardin,11%,Y,
carson,Harrison,22%,Y,
carson,Henry,16%,Y,
carson,Howard,7%,N,
carson,Humboldt,8%,N,
carson,Ida,8%,N,
carson,Iowa,10%,Y,
carson,Jackson,7%,N,
carson,Jasper,9%,N,
carson,Jefferson,6%,N,
carson,Johnson,7%,N,"[""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n"", ""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n"", ""Ryan_Hofmann1: Rubio, Carson, Clinton, Bush, and Trump's events thus far in Iowa #app2iowa #iowa #iowacaucus https://t.co/2S4FCbo9bo\n""]"
carson,Jones,10%,Y,
carson,Keokuk,9%,N,
carson,Kossuth,16%,Y,
carson,Lee,12%,Y,
carson,Linn,9%,N,
carson,Louisa,6%,N,
carson,Lucas,12%,Y,
carson,Lyon,19%,Y,
carson,Madison,8%,N,
carson,Mahaska,11%,Y,
carson,Marion,9%,N,
carson,Marshall,10%,N,
carson,Mills,16%,Y,
carson,Mitchell,13%,Y,
carson,Monona,8%,N,
carson,Monroe,5%,N,
carson,Montgomery,15%,Y,
carson,Muscatine,5%,N,
carson,O'Brien,18%,Y,
carson,Osceola,13%,Y,
carson,Page,18%,Y,
carson,Palo Alto,9%,N,
carson,Plymouth,10%,Y,
carson,Pocahontas,14%,Y,
carson,Polk,7%,N,
carson,Pottawattamie,12%,Y,
carson,Poweshiek,8%,N,
carson,Ringgold,16%,Y,
carson,Sac,9%,N,
carson,Scott,5%,N,
carson,Shelby,15%,Y,
carson,Sioux,15%,Y,
carson,Story,9%,N,
carson,Tama,8%,N,
carson,Taylor,17%,Y,
carson,Union,12%,Y,
carson,Van Buren,11%,Y,
carson,Wapello,8%,N,
carson,Warren,10%,N,
carson,Washington,13%,Y,
carson,Wayne,9%,N,
carson,Webster,8%,N,
carson,Winnebago,15%,Y,
carson,Winneshiek,14%,Y,
carson,Woodbury,8%,N,
carson,Worth,7%,N,
carson,Wright,10%,Y,
bush,Adair,1%,N,
bush,Adams,3%,N,
bush,Allamakee,2%,N,
bush,Appanoose,2%,N,
bush,Audubon,3%,N,
bush,Benton,1%,N,
bush,Black Hawk,3%,N,"['joshua_lott: Republican Presidential Candidate Jeb Bush On The Campaign Trail. @ Cedar Falls, Iowa https://t.co/qqivYpIUL8\n']"
bush,Boone,2%,N,
bush,Bremer,3%,N,
bush,Buchanan,2%,N,
bush,Buena Vista,2%,N,
bush,Butler,3%,N,
bush,Calhoun,2%,N,
bush,Carroll,6%,N,
bush,Cass,4%,N,
bush,Cedar,2%,N,
bush,Cerro Gordo,5%,N,
bush,Cherokee,2%,N,
bush,Chickasaw,2%,N,
bush,Clarke,2%,N,
bush,Clay,2%,N,
bush,Clayton,3%,N,
bush,Clinton,5%,N,
bush,Crawford,2%,N,
bush,Dallas,3%,N,
bush,Davis,2%,N,
bush,Decatur,1%,N,
bush,Delaware,2%,N,
bush,Des Moines,1%,N,
bush,Dickinson,4%,N,
bush,Dubuque,2%,N,
bush,Emmet,3%,N,
bush,Fayette,2%,N,
bush,Floyd,3%,N,
bush,Franklin,3%,N,
bush,Fremont,2%,N,
bush,Greene,5%,N,
