Candidate,County,Number of Votes,Ten Percent of Vote,Tweet List
sanders,Guthrie,45%,Y,
sanders,Hamilton,41%,Y,
sanders,Hancock,39%,Y,
sanders,Hardin,42%,Y,
sanders,Harrison,55%,Y,
sanders,Henry,50%,Y,
sanders,Howard,54%,Y,
sanders,Humboldt,44%,Y,
sanders,Ida,47%,Y,
sanders,Iowa,49%,Y,
sanders,Jackson,46%,Y,
sanders,Jasper,45%,Y,
sanders,Jefferson,73%,Y,
sanders,Johnson,59%,Y,"['earthy: Oh no its happening again. #5pmImitationHour @ Bernie Sanders for President - Iowa City HQ https://t.co/FUIYCUj7Zd\n', 'earthy: hillaryclinton bernie.sanders.for.president #BERNEMGOOD @ Bernie Sanders for President - Iowa https://t.co/DKZiphO1Kf\n', 'earthy: hillaryclinton bernie.sanders.for.president #BERNEMGOOD @ Bernie Sanders for President - Iowa https://t.co/DKZiphO1Kf\n', 'earthy: hillaryclinton bernie.sanders.for.president #BERNEMGOOD @ Bernie Sanders for President - Iowa https://t.co/DKZiphO1Kf\n', 'akashbhaleraoab: @BernieSanders has a great vision, he understands that everything is Connected-environment, economy &amp; society https://t.co/PjYeb2mHu4\n', 'sethreineke: Packed house. #Bernie2016 #vampireweekend @ Java House https://t.co/LEnhASdxUw\n', 'sethreineke: Packed house. #Bernie2016 #vampireweekend @ Java House https://t.co/LEnhASdxUw\n', 'Hannahisalegend: Waiting for Bernie!!!! @ The Union Bar https://t.co/wLaH5l6IS5\n', 'ishoottv: Feeling the Bern with @griffjenkins at the #berniesanders event for foxnews @ University Of Iowa https://t.co/zJa6QUWf4h\n', ""_cwalzak: Vampire Weekend at Bernie's II @ University Of Iowa Field House https://t.co/DwXHkNULX3\n"", 'kayhanley: A nice young man from Vampire Weekend interviewing Dr. Cornel West after an electrifying Bernie https://t.co/gsbVaDli4r\n', 'frankswanson: Bernie. Ezra. America. @ University Of Iowa Field House https://t.co/sdsR2sTDMM\n', 'kgw: 3800+ ppl showed up to hear Bernie and Vampire Weekend. Crowd was hype @ University Of Iowa https://t.co/FZKhgBKAmq\n', ""sammblatt: When you see @vampireweekend at the @berniesanders rally in #IowaCity it's a good time. https://t.co/LmTett9WIo\n"", 'LaurelBeHa: I heard @berniesanders speak in the Field House (@recserv) last night. It was tremendous to see https://t.co/6OhWv4rewy\n', 'ElizLanders: That speck in the middle is @berniesanders, who spoke and sang (on stage with Vampire Weekend) https://t.co/9wglbkX0wX\n', 'ryangall: Filming @BernieSanders in Virtual Reality with @RYOTnews @ChrisKantrowitz @theriothouse https://t.co/0HQq4LXRu8\n', 'senatorbiden: Only 9 hours round trip and 4 hours waiting in line to see Bernie https://t.co/qQ343LBLmW\n']"
sanders,Jones,53%,Y,
sanders,Keokuk,35%,Y,
sanders,Kossuth,36%,Y,
sanders,Lee,45%,Y,
sanders,Linn,52%,Y,"['cjhubbs: Home after a couple days away with the family. Passed the Bernie bus on the way back to Cedar Rapids. Tis the season.\n', 'ErikvanBruggen: Cornel West introduceert Bernie Sanders in bomvolle zaal in Cedar Rapids, Iowa #feelthebern https://t.co/KfHfLMGpMV\n']"
sanders,Louisa,42%,Y,
sanders,Lucas,40%,Y,
sanders,Lyon,57%,Y,
sanders,Madison,47%,Y,
sanders,Mahaska,44%,Y,
sanders,Marion,48%,Y,
sanders,Marshall,53%,Y,"['BennetGoldstein: I have an interview with @BernieSanders Sunday. What humorous non- #iacaucus related questions should I ask that have not been explored?\n', 'jtg: Holly Bern Batman!\n...\n#jtg #RRfJTG #berniesanders #bern #feelthebern #FeelTheBurn #Batman https://t.co/6wZcpgdgJx\n', ""nateCNU: Y'all remember that one time I got to stand on stage next to @berniesanders?  Thanks so much to https://t.co/b1lGf9w3dY\n"", 'buhler13: Enjoyed seeing Vermont Sen. @berniesanders this evening on the #presidentialcampaigntour https://t.co/CkUTIFvXCU\n']"
sanders,Mills,49%,Y,
sanders,Mitchell,34%,Y,
sanders,Monona,39%,Y,
sanders,Monroe,45%,Y,
sanders,Montgomery,64%,Y,
sanders,Muscatine,54%,Y,
sanders,O'Brien,47%,Y,
sanders,Osceola,38%,Y,
sanders,Page,51%,Y,
sanders,Palo Alto,47%,Y,
sanders,Plymouth,45%,Y,
sanders,Pocahontas,30%,Y,
sanders,Polk,46%,Y,"['earthy: Taxi driver tropes behind green matrix walls. #chuckChaplain @ Bernie Sanders for President- Des https://t.co/w3D91Hnw8l\n', 'WhiteRabbitCult: She definitely Feels The Bern! #berniesanders #berniesandersforpresident #feelthebern #bernie https://t.co/wuNRWpjoXT\n', ""Bertine83: 'An alligator in a tutu'  I clicked @JamesCarville Hillary campagne wordt nerveus van @BernieSanders #Iowa2016 https://t.co/hyo4Jx28jW\n"", ""Bertine83: 'An alligator in a tutu'  I clicked @JamesCarville Hillary campagne wordt nerveus van @BernieSanders #Iowa2016 https://t.co/hyo4Jx28jW\n"", 'ryangall: Mark Foster solo show for @BernieSanders #FosterTheBern @fosterthepeople https://t.co/M1uT7Knre5\n', 'teetertother: Im in a magical #bernie #feelthebern #bernie2016 wonderland #desmoines @ Bernie Sanders for https://t.co/vcFTsVwyGk\n', '_GUCCI_ROUSE: ""@booldude: https://t.co/dbyLampdDs"" not okay Bernie\n', 'WhiteRabbitCult: The Bernie haircut is crazy! This dude. Is all about the Bern! Mad props! #notmeus https://t.co/spncbwMhFG\n', 'Bertine83: Geinig @HillaryClinton en @BernieSanders campagne in zelfde gang. Ze blijven wel vriendelijk voor elkaar #Iowa2016 https://t.co/mg3j07odBG\n', 'Bertine83: Geinig @HillaryClinton en @BernieSanders campagne in zelfde gang. Ze blijven wel vriendelijk voor elkaar #Iowa2016 https://t.co/mg3j07odBG\n', 'Bertine83: Geinig @HillaryClinton en @BernieSanders campagne in zelfde gang. Ze blijven wel vriendelijk voor elkaar #Iowa2016 https://t.co/mg3j07odBG\n', 'KimberlyWoo: #Repost @ryotnews\n\n@berniesanders met with more than 100 people last Saturday at the Latino https://t.co/d2nb2XeHMy\n', ""WhiteRabbitCult: Excited for tomorrow night! Iowa... Please go out and caucus for Bernie! It's so close! #notmeus https://t.co/zcLgxjTiyf\n"", 'WhiteRabbitCult: To our Bernie friends her in Iowa... Please make sure you are in line by 6:30pm. We need https://t.co/rS4xLvntpi\n', ""JoshCohan: At @BernieSanders' Iowa campaign headquarters a day before the #IACaucus. @ Bernie Sanders for https://t.co/W7wSVrFTMw\n"", 'annabelpark: A wonderful group of @berniesanders volunteers from central Ohio in Davenport, Iowa. #notmeus https://t.co/E0baFAw0zV\n', 'WhiteRabbitCult: Bernie Sanders in Iowa. Getting ready to Rock Out With Your Caucus Out!   the #notmeus https://t.co/g2zv6iKwPc\n', 'RebeccaIngham: At the #BernieSanders rally &amp; I also got interviewed by the BBC!!  https://t.co/Im5HgJNpX4\n', 'ruthiesanders: Loved being with our friends and amazing pastors -Brian and Michele Ruggles!  Great services https://t.co/TOGXtwvqc9\n', 'kmouritzen: S er det Bernie. @ Grand View University https://t.co/Owh9B28ZKi\n']"
sanders,Pottawattamie,51%,Y,
sanders,Poweshiek,53%,Y,
sanders,Ringgold,34%,Y,
sanders,Sac,45%,Y,
sanders,Scott,51%,Y,['annabelpark: Having a blast volunteering for @berniesanders with @women4bernie of @womenforbernies and https://t.co/jzLYKYDBKn\n']
sanders,Shelby,58%,Y,
sanders,Sioux,51%,Y,
sanders,Story,60%,Y,
sanders,Tama,47%,Y,
sanders,Taylor,30%,Y,
sanders,Union,54%,Y,
sanders,Van Buren,53%,Y,
sanders,Wapello,45%,Y,"['imwithchuy: Canvassing for Bernie Sanders #FeelTheBern #BernieSanders #Bernie2016\n', 'imwithchuy: Canvassing for Bernie Sanders #FeelTheBern #BernieSanders #Bernie2016\n', 'imwithchuy: Canvassing for Bernie Sanders #FeelTheBern #BernieSanders #Bernie2016\n', 'MusgroveAndrew: Once again, out canvassing for #BernieSanders. \n\nBeing an Iowan &amp; living in Iowa all my life, I https://t.co/OVu07pkc5h\n', 'MusgroveAndrew: #Medicare for All is the only #healthcare plan that makes sense. \n\n#BernieSanders health plan is https://t.co/xBxC1r4FR9\n']"
sanders,Warren,43%,Y,
sanders,Washington,46%,Y,
sanders,Wayne,35%,Y,
sanders,Webster,45%,Y,
sanders,Winnebago,58%,Y,
sanders,Winneshiek,56%,Y,
sanders,Woodbury,53%,Y,
sanders,Worth,55%,Y,
sanders,Wright,45%,Y,
huckabee,Adair,3%,N,
huckabee,Adams,1%,N,
huckabee,Allamakee,1%,N,
huckabee,Appanoose,5%,N,
huckabee,Audubon,5%,N,
huckabee,Benton,2%,N,
huckabee,Black Hawk,1%,N,
huckabee,Boone,4%,N,
huckabee,Bremer,1%,N,
huckabee,Buchanan,2%,N,
huckabee,Buena Vista,2%,N,
huckabee,Butler,2%,N,
huckabee,Calhoun,6%,N,
huckabee,Carroll,1%,N,
huckabee,Cass,2%,N,
huckabee,Cedar,1%,N,
huckabee,Cerro Gordo,2%,N,
huckabee,Cherokee,2%,N,
huckabee,Chickasaw,1%,N,
huckabee,Clarke,1%,N,
huckabee,Clay,2%,N,
huckabee,Clayton,2%,N,
huckabee,Clinton,1%,N,
huckabee,Crawford,1%,N,
huckabee,Dallas,1%,N,
huckabee,Davis,7%,N,
huckabee,Decatur,1%,N,
huckabee,Delaware,1%,N,
huckabee,Des Moines,1%,N,
huckabee,Dickinson,1%,N,
huckabee,Dubuque,1%,N,
huckabee,Emmet,2%,N,
huckabee,Fayette,2%,N,
huckabee,Floyd,1%,N,
huckabee,Franklin,4%,N,
huckabee,Fremont,0%,N,
huckabee,Greene,3%,N,
huckabee,Grundy,5%,N,
huckabee,Guthrie,3%,N,
huckabee,Hamilton,3%,N,
huckabee,Hancock,2%,N,
huckabee,Hardin,2%,N,
huckabee,Harrison,1%,N,
huckabee,Henry,3%,N,
huckabee,Howard,1%,N,
huckabee,Humboldt,3%,N,
huckabee,Ida,2%,N,
huckabee,Iowa,3%,N,
huckabee,Jackson,1%,N,
huckabee,Jasper,3%,N,
huckabee,Jefferson,6%,N,
huckabee,Johnson,1%,N,
huckabee,Jones,1%,N,
huckabee,Keokuk,3%,N,
huckabee,Kossuth,3%,N,
huckabee,Lee,2%,N,
huckabee,Linn,1%,N,
huckabee,Louisa,4%,N,
huckabee,Lucas,3%,N,
huckabee,Lyon,0%,N,
huckabee,Madison,3%,N,
huckabee,Mahaska,3%,N,
huckabee,Marion,3%,N,
huckabee,Marshall,2%,N,
huckabee,Mills,1%,N,
huckabee,Mitchell,2%,N,
huckabee,Monona,2%,N,
huckabee,Monroe,3%,N,
huckabee,Montgomery,2%,N,
huckabee,Muscatine,2%,N,
huckabee,O'Brien,4%,N,
huckabee,Osceola,1%,N,
huckabee,Page,1%,N,
huckabee,Palo Alto,4%,N,
huckabee,Plymouth,1%,N,
huckabee,Pocahontas,3%,N,
huckabee,Polk,2%,N,
huckabee,Pottawattamie,1%,N,
huckabee,Poweshiek,3%,N,
huckabee,Ringgold,4%,N,
huckabee,Sac,3%,N,
huckabee,Scott,1%,N,
huckabee,Shelby,2%,N,
huckabee,Sioux,1%,N,
huckabee,Story,2%,N,
huckabee,Tama,3%,N,
huckabee,Taylor,2%,N,
huckabee,Union,4%,N,
huckabee,Van Buren,10%,N,
huckabee,Wapello,6%,N,
huckabee,Warren,2%,N,
huckabee,Washington,1%,N,
huckabee,Wayne,4%,N,
huckabee,Webster,5%,N,
huckabee,Winnebago,4%,N,
huckabee,Winneshiek,2%,N,
huckabee,Woodbury,0%,N,
huckabee,Worth,5%,N,
huckabee,Wright,3%,N,
fiorina,Adair,4%,N,
fiorina,Adams,6%,N,
fiorina,Allamakee,8%,N,
fiorina,Appanoose,1%,N,
fiorina,Audubon,1%,N,
fiorina,Benton,2%,N,
fiorina,Black Hawk,2%,N,
fiorina,Boone,0%,N,
fiorina,Bremer,2%,N,
fiorina,Buchanan,4%,N,
fiorina,Buena Vista,2%,N,
fiorina,Butler,2%,N,
fiorina,Calhoun,1%,N,
fiorina,Carroll,4%,N,
fiorina,Cass,1%,N,
fiorina,Cedar,2%,N,
fiorina,Cerro Gordo,2%,N,
fiorina,Cherokee,1%,N,
fiorina,Chickasaw,5%,N,
fiorina,Clarke,2%,N,
fiorina,Clay,1%,N,
fiorina,Clayton,3%,N,
fiorina,Clinton,3%,N,
fiorina,Crawford,3%,N,
fiorina,Dallas,2%,N,"['Bertine83: Zondagmorgen 8:30 en Republikeinse presidentskandidate @CarlyFiorina houdt een event in supermarkt caf #Iowa2016 https://t.co/kts0dKjTmG\n', 'Bertine83: Zondagmorgen 8:30 en Republikeinse presidentskandidate @CarlyFiorina houdt een event in supermarkt caf #Iowa2016 https://t.co/kts0dKjTmG\n', ""Bertine83: 'I see all these phones in the air. I have one rule: one picture, one vote' - @CarlyFiorina #Iowa2016 https://t.co/blYpYEF4vj\n"", ""Bertine83: 'I see all these phones in the air. I have one rule: one picture, one vote' - @CarlyFiorina #Iowa2016 https://t.co/blYpYEF4vj\n"", ""Bertine83: 'In your heart you know, whether you have decided yet or not, you can't wait to see me debate @HillaryClinton' - @CarlyFiorina #Iowa2016\n"", ""Bertine83: 'In your heart you know, whether you have decided yet or not, you can't wait to see me debate @HillaryClinton' - @CarlyFiorina #Iowa2016\n"", ""Bertine83: 'In your heart you know, whether you have decided yet or not, you can't wait to see me debate @HillaryClinton' - @CarlyFiorina #Iowa2016\n"", ""Bertine83: 'In your heart you know, whether you have decided yet or not, you can't wait to see me debate @HillaryClinton' - @CarlyFiorina #Iowa2016\n"", ""Bertine83: 'This is the Clinton way: lying as long as you can get away with it' - @CarlyFiorina #Iowa2016\n"", ""Bertine83: 'This is the Clinton way: lying as long as you can get away with it' - @CarlyFiorina #Iowa2016\n"", 'Bertine83: Man zegt dat zn vriendin een abortus heeft gehad ze spijt hebben en nu wil hij een knuffel van @CarlyFiorina #IA2016 https://t.co/AvCbnaUyEV\n', 'Bertine83: Man zegt dat zn vriendin een abortus heeft gehad ze spijt hebben en nu wil hij een knuffel van @CarlyFiorina #IA2016 https://t.co/AvCbnaUyEV\n', ""Bertine83: Wat @CarlyFiorina verstaat onder 'citizen government': vanuit Oval Office referenda via smartphone organiseren #Iowa2016 'Press one for yes'\n"", ""Bertine83: Wat @CarlyFiorina verstaat onder 'citizen government': vanuit Oval Office referenda via smartphone organiseren #Iowa2016 'Press one for yes'\n"", 'Bertine83: Voor mn political selfie verzameling: @CarlyFiorina en @FrankLuntz die wat vrienden rondleidt door #Iowa2016 https://t.co/6NfHepf454\n', 'Bertine83: Voor mn political selfie verzameling: @CarlyFiorina en @FrankLuntz die wat vrienden rondleidt door #Iowa2016 https://t.co/6NfHepf454\n']"
fiorina,Davis,0%,N,
fiorina,Decatur,0%,N,
fiorina,Delaware,6%,N,
fiorina,Des Moines,1%,N,
fiorina,Dickinson,1%,N,
fiorina,Dubuque,2%,N,
fiorina,Emmet,2%,N,
fiorina,Fayette,2%,N,
fiorina,Floyd,1%,N,
fiorina,Franklin,1%,N,
fiorina,Fremont,0%,N,
fiorina,Greene,0%,N,
fiorina,Grundy,1%,N,
fiorina,Guthrie,2%,N,
fiorina,Hamilton,1%,N,
fiorina,Hancock,2%,N,
fiorina,Hardin,2%,N,
fiorina,Harrison,2%,N,
fiorina,Henry,1%,N,
fiorina,Howard,1%,N,
fiorina,Humboldt,1%,N,
fiorina,Ida,6%,N,
fiorina,Iowa,2%,N,
fiorina,Jackson,2%,N,
fiorina,Jasper,1%,N,
fiorina,Jefferson,1%,N,
fiorina,Johnson,3%,N,
fiorina,Jones,3%,N,
fiorina,Keokuk,2%,N,
fiorina,Kossuth,0%,N,
fiorina,Lee,4%,N,
fiorina,Linn,3%,N,"[""SoCoGOP: It was an honor to meet Carly Fiorina today. While I'm with Marco Rubio, I have no doubt she https://t.co/cFFA5pG0Fg\n"", ""SoCoGOP: It was an honor to meet Carly Fiorina today. While I'm with Marco Rubio, I have no doubt she https://t.co/cFFA5pG0Fg\n""]"
fiorina,Louisa,1%,N,
fiorina,Lucas,2%,N,
fiorina,Lyon,1%,N,
fiorina,Madison,2%,N,
fiorina,Mahaska,2%,N,
fiorina,Marion,1%,N,
fiorina,Marshall,2%,N,
fiorina,Mills,2%,N,
fiorina,Mitchell,12%,Y,
fiorina,Monona,1%,N,
fiorina,Monroe,1%,N,
fiorina,Montgomery,5%,N,
fiorina,Muscatine,2%,N,
fiorina,O'Brien,1%,N,
fiorina,Osceola,2%,N,
fiorina,Page,1%,N,
fiorina,Palo Alto,2%,N,
fiorina,Plymouth,1%,N,
fiorina,Pocahontas,1%,N,
fiorina,Polk,1%,N,"['Bertine83: Het @HP van @CarlyFiorina heeft overigens wel ooit grif gedoneerd aan de Clinton Global Initiative https://t.co/FXV7aTorTD\n', 'Bertine83: Het @HP van @CarlyFiorina heeft overigens wel ooit grif gedoneerd aan de Clinton Global Initiative https://t.co/FXV7aTorTD\n']"
fiorina,Pottawattamie,2%,N,
fiorina,Poweshiek,1%,N,
fiorina,Ringgold,1%,N,
fiorina,Sac,2%,N,
fiorina,Scott,2%,N,
fiorina,Shelby,3%,N,
fiorina,Sioux,1%,N,
fiorina,Story,2%,N,
fiorina,Tama,1%,N,
fiorina,Taylor,2%,N,
fiorina,Union,2%,N,
fiorina,Van Buren,0%,N,
fiorina,Wapello,1%,N,
fiorina,Warren,1%,N,
fiorina,Washington,2%,N,
fiorina,Wayne,1%,N,
fiorina,Webster,1%,N,
fiorina,Winnebago,1%,N,
fiorina,Winneshiek,3%,N,
fiorina,Woodbury,2%,N,
fiorina,Worth,3%,N,
fiorina,Wright,1%,N,
cruz,Adair,26%,Y,
cruz,Adams,30%,Y,
cruz,Allamakee,27%,Y,
cruz,Appanoose,32%,Y,
cruz,Audubon,36%,Y,
cruz,Benton,36%,Y,
cruz,Black Hawk,27%,Y,
cruz,Boone,32%,Y,
cruz,Bremer,27%,Y,
cruz,Buchanan,37%,Y,
cruz,Buena Vista,31%,Y,
cruz,Butler,36%,Y,
cruz,Calhoun,29%,Y,
cruz,Carroll,25%,Y,
cruz,Cass,24%,Y,
cruz,Cedar,29%,Y,
cruz,Cerro Gordo,28%,Y,
cruz,Cherokee,19%,Y,
cruz,Chickasaw,27%,Y,
cruz,Clarke,28%,Y,
cruz,Clay,28%,Y,
cruz,Clayton,35%,Y,
cruz,Clinton,27%,Y,
cruz,Crawford,32%,Y,
cruz,Dallas,23%,Y,"['bowmama: @bobvanderplaats Mary Elouise (15 days old) and Heidi Cruz! https://t.co/fDbALJcPPf\n', 'the_cooler: @LOLGOP Wow RT @RosieGray: Iowa Secretary of State office just sent out this statement on those Cruz mailers: https://t.co/ljXyz6aZMi\n']"
cruz,Davis,32%,Y,
cruz,Decatur,35%,Y,
cruz,Delaware,35%,Y,
cruz,Des Moines,28%,Y,
cruz,Dickinson,22%,Y,
cruz,Dubuque,21%,Y,
cruz,Emmet,35%,Y,
cruz,Fayette,34%,Y,
cruz,Floyd,40%,Y,
cruz,Franklin,36%,Y,
cruz,Fremont,20%,Y,
cruz,Greene,30%,Y,
cruz,Grundy,29%,Y,
cruz,Guthrie,29%,Y,
cruz,Hamilton,29%,Y,
cruz,Hancock,45%,Y,
cruz,Hardin,33%,Y,"[""scbierle: Agwsr's Caleb Meinders 220 pound finalist at Nicl tournament. Cruz Vera at182 and Michael Young at 285 beaten in semi finals.\n""]"
cruz,Harrison,28%,Y,
cruz,Henry,31%,Y,
cruz,Howard,29%,Y,
cruz,Humboldt,28%,Y,
cruz,Ida,26%,Y,
cruz,Iowa,34%,Y,
cruz,Jackson,29%,Y,
cruz,Jasper,35%,Y,
cruz,Jefferson,32%,Y,
cruz,Johnson,20%,Y,"['Ryan_Hofmann1: Ted Cruz in Iowa!  #app2iowa #appstate #appstategjs #cruzcrew #cruz #cruzmissile #tedCruz https://t.co/cP4JP89Qkt\n', 'Ryan_Hofmann1: Phil Robertson, aka the Duck Commander! #iowacaucus #iowacity #tedCruz #cruzmissile #app2iowa https://t.co/VxVn8AJdii\n', 'Philip_Elliott: Paging the Department of Metaphor? Ted Cruz campaign bus stuck in mud, needs towed. @ Johnson https://t.co/JhSZ9gN4GS\n', ""Philip_Elliott: Update: Ted Cruz's bus has been freed from the mud and is on its way to the next stop. @ Johnson https://t.co/pbvVKbWV3N\n"", 'Ryan_Hofmann1: Glenn Beck speaking for Cruz today #app2iowa #cruzmissile #tedCruz #glennbeck #theblaze https://t.co/r9oQc4NV7A\n']"
cruz,Jones,35%,Y,
cruz,Keokuk,31%,Y,
cruz,Kossuth,30%,Y,
cruz,Lee,25%,Y,
cruz,Linn,29%,Y,
cruz,Louisa,35%,Y,['jasonsjohnson: Closing the deal asking #IA to #CaucusForCruz in 69 hours. https://t.co/bbHLpxiS4u\n']
cruz,Lucas,36%,Y,
cruz,Lyon,39%,Y,
cruz,Madison,34%,Y,
cruz,Mahaska,34%,Y,
cruz,Marion,35%,Y,
cruz,Marshall,27%,Y,
cruz,Mills,22%,Y,
cruz,Mitchell,24%,Y,
cruz,Monona,36%,Y,
cruz,Monroe,36%,Y,
cruz,Montgomery,23%,Y,
cruz,Muscatine,24%,Y,
cruz,O'Brien,29%,Y,
cruz,Osceola,35%,Y,
cruz,Page,29%,Y,
cruz,Palo Alto,25%,Y,
cruz,Plymouth,28%,Y,
cruz,Pocahontas,39%,Y,
cruz,Polk,25%,Y,"[""Bertine83: Trumps argumenten tegen @TedCruz nobody likes him en Canada. @DMRegister poll laat zien dat ppl don't care #Iowa2016 https://t.co/orfK34BzQv\n"", ""Bertine83: Trumps argumenten tegen @TedCruz nobody likes him en Canada. @DMRegister poll laat zien dat ppl don't care #Iowa2016 https://t.co/orfK34BzQv\n"", ""Bertine83: Trumps argumenten tegen @TedCruz nobody likes him en Canada. @DMRegister poll laat zien dat ppl don't care #Iowa2016 https://t.co/orfK34BzQv\n"", 'chrisFnicholson: @PatrickRuffini Cruz\n']"
cruz,Pottawattamie,22%,Y,
cruz,Poweshiek,29%,Y,
cruz,Ringgold,25%,Y,
cruz,Sac,28%,Y,
cruz,Scott,25%,Y,
cruz,Shelby,28%,Y,
cruz,Sioux,33%,Y,
cruz,Story,24%,Y,"['WouterZwart: Cruzing to victory with Senator Ted Cruz in Iowa. @ Gateway Hotel &amp; Conference Center https://t.co/vYvjX70BrM\n', 'bluehybner: Another huge crowd here in Ames today! #CruzinToCaucus #CruzCrew @ https://t.co/pnsozEXEms\n', 'bluehybner: Another huge crowd here in Ames today! #CruzinToCaucus #CruzCrew @ https://t.co/pnsozEXEms\n']"
cruz,Tama,31%,Y,
cruz,Taylor,20%,Y,
cruz,Union,29%,Y,
cruz,Van Buren,37%,Y,
cruz,Wapello,29%,Y,
cruz,Warren,29%,Y,
cruz,Washington,35%,Y,
cruz,Wayne,41%,Y,
cruz,Webster,27%,Y,
cruz,Winnebago,30%,Y,
cruz,Winneshiek,24%,Y,
cruz,Woodbury,27%,Y,
cruz,Worth,31%,Y,
cruz,Wright,34%,Y,
gilmore,Adair,0%,N,
gilmore,Adams,0%,N,
gilmore,Allamakee,0%,N,
gilmore,Appanoose,0%,N,
gilmore,Audubon,0%,N,
gilmore,Benton,0%,N,
gilmore,Black Hawk,0%,N,
gilmore,Boone,0%,N,
gilmore,Bremer,0%,N,
gilmore,Buchanan,0%,N,
gilmore,Buena Vista,0%,N,
gilmore,Butler,0%,N,
gilmore,Calhoun,0%,N,
gilmore,Carroll,0%,N,
gilmore,Cass,0%,N,
gilmore,Cedar,0%,N,
gilmore,Cerro Gordo,0%,N,
gilmore,Cherokee,0%,N,
gilmore,Chickasaw,0%,N,
gilmore,Clarke,0%,N,
gilmore,Clay,0%,N,
gilmore,Clayton,0%,N,
gilmore,Clinton,0%,N,
gilmore,Crawford,0%,N,
gilmore,Dallas,0%,N,
gilmore,Davis,0%,N,
gilmore,Decatur,0%,N,
gilmore,Delaware,0%,N,
gilmore,Des Moines,0%,N,
gilmore,Dickinson,0%,N,
gilmore,Dubuque,0%,N,
gilmore,Emmet,0%,N,
gilmore,Fayette,0%,N,
gilmore,Floyd,0%,N,
gilmore,Franklin,0%,N,
gilmore,Fremont,0%,N,
gilmore,Greene,0%,N,
gilmore,Grundy,0%,N,
gilmore,Guthrie,0%,N,
gilmore,Hamilton,0%,N,
gilmore,Hancock,0%,N,
gilmore,Hardin,0%,N,
gilmore,Harrison,0%,N,
gilmore,Henry,0%,N,
gilmore,Howard,0%,N,
gilmore,Humboldt,0%,N,
gilmore,Ida,0%,N,
gilmore,Iowa,0%,N,
gilmore,Jackson,0%,N,
gilmore,Jasper,0%,N,
gilmore,Jefferson,0%,N,
gilmore,Johnson,0%,N,
gilmore,Jones,0%,N,
gilmore,Keokuk,0%,N,
gilmore,Kossuth,0%,N,
gilmore,Lee,0%,N,
gilmore,Linn,0%,N,
gilmore,Louisa,0%,N,
gilmore,Lucas,0%,N,
gilmore,Lyon,0%,N,
gilmore,Madison,0%,N,
gilmore,Mahaska,0%,N,
gilmore,Marion,0%,N,
gilmore,Marshall,0%,N,
gilmore,Mills,0%,N,
gilmore,Mitchell,0%,N,
gilmore,Monona,0%,N,
gilmore,Monroe,0%,N,
gilmore,Montgomery,0%,N,
gilmore,Muscatine,0%,N,
gilmore,O'Brien,0%,N,
gilmore,Osceola,0%,N,
gilmore,Page,0%,N,
gilmore,Palo Alto,0%,N,
gilmore,Plymouth,0%,N,
gilmore,Pocahontas,0%,N,
gilmore,Polk,0%,N,
gilmore,Pottawattamie,0%,N,
gilmore,Poweshiek,0%,N,
gilmore,Ringgold,0%,N,
gilmore,Sac,0%,N,
gilmore,Scott,0%,N,
gilmore,Shelby,0%,N,
gilmore,Sioux,0%,N,
gilmore,Story,0%,N,
gilmore,Tama,0%,N,
gilmore,Taylor,0%,N,
gilmore,Union,0%,N,
gilmore,Van Buren,0%,N,
gilmore,Wapello,0%,N,
gilmore,Warren,0%,N,
gilmore,Washington,0%,N,
gilmore,Wayne,0%,N,
gilmore,Webster,0%,N,
gilmore,Winnebago,0%,N,
gilmore,Winneshiek,0%,N,
gilmore,Woodbury,0%,N,
gilmore,Worth,0%,N,
gilmore,Wright,0%,N,
kasich,Adair,0%,N,
kasich,Adams,4%,N,
kasich,Allamakee,0%,N,
kasich,Appanoose,0%,N,
kasich,Audubon,1%,N,
kasich,Benton,2%,N,
kasich,Black Hawk,1%,N,
kasich,Boone,1%,N,
kasich,Bremer,3%,N,
kasich,Buchanan,1%,N,
kasich,Buena Vista,1%,N,
kasich,Butler,0%,N,
kasich,Calhoun,1%,N,
kasich,Carroll,1%,N,
kasich,Cass,2%,N,
kasich,Cedar,2%,N,
kasich,Cerro Gordo,1%,N,
kasich,Cherokee,1%,N,
kasich,Chickasaw,1%,N,
kasich,Clarke,1%,N,
kasich,Clay,3%,N,
kasich,Clayton,1%,N,
kasich,Clinton,2%,N,
kasich,Crawford,1%,N,
kasich,Dallas,2%,N,
kasich,Davis,0%,N,
kasich,Decatur,1%,N,
kasich,Delaware,0%,N,
kasich,Des Moines,1%,N,
kasich,Dickinson,2%,N,
kasich,Dubuque,1%,N,
kasich,Emmet,1%,N,
kasich,Fayette,1%,N,
kasich,Floyd,1%,N,
kasich,Franklin,1%,N,
kasich,Fremont,1%,N,
kasich,Greene,1%,N,
kasich,Grundy,0%,N,
kasich,Guthrie,0%,N,
kasich,Hamilton,2%,N,
kasich,Hancock,1%,N,
kasich,Hardin,1%,N,
kasich,Harrison,1%,N,
kasich,Henry,1%,N,
kasich,Howard,0%,N,
kasich,Humboldt,0%,N,
kasich,Ida,1%,N,
kasich,Iowa,1%,N,
kasich,Jackson,1%,N,
kasich,Jasper,1%,N,
kasich,Jefferson,3%,N,
kasich,Johnson,4%,N,
kasich,Jones,1%,N,
kasich,Keokuk,1%,N,
